typ,id_jednostki,wojewodztwo,powiat,gmina,nazwa,kod_pocztowy,miejscowosc,ulica,numer_domu,telefon,www,email,godziny_pracy,teryt_gminy,latitude,longitude,geo_precyzja,uwagi
OPS,10036,małopolskie,nowosądecki,Gródek nad Dunajcem,Gminny Ośrodek Pomocy Społecznej Gródek nad Dunajcem,,Gródek nad Dunajcem,Gródek nad Dunajcem,170,18 440-10-96,,,,1210032,49.72,20.63,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10037,małopolskie,nowosądecki,Łososina Dolna,Gminny Ośrodek Pomocy Społecznej Łososina Dolna,,Łososina Dolna,Łososina Dolna,300,18 444-80-02,,,,1210102,49.74,20.52,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10038,małopolskie,nowosądecki,Nawojowa,Gminny Ośrodek Pomocy Społecznej Nawojowa,,Nawojowa,Nawojowa,313,18 445-70-68,,,,1210112,49.59,20.87,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10039,małopolskie,nowosądecki,Rytro,Gminny Ośrodek Pomocy Społecznej Rytro,,Rytro,Rytro,265,18 448-64-64,,,,1210142,49.5,20.72,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10040,małopolskie,nowotarski,Nowy Targ,Miejski Ośrodek Pomocy Społecznej w Nowym Targu,,Nowy Targ,Kościuszki,8,18 266-25-93,,,,1211011,49.48,20.03,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10041,małopolskie,nowotarski,Czarny Dunajec,Gminny Ośrodek Pomocy Społecznej w Czarnym Dunajcu,,Czarny Dunajec,Kamieniec Dolny,55,18 544-72-89,,,,1211022,49.51,19.92,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10042,małopolskie,nowotarski,Czorsztyn,Gminny Ośrodek Pomocy Społecznej w Maniowach,,Maniowy,Gorczańska,3,18 275-08-83,,,,1211032,49.44,20.3,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10043,małopolskie,nowotarski,Jabłonka,GOPS Jabłonka,,Jabłonka,3 Maja,1,18 261-11-47,,,,1211042,49.46,19.66,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10044,małopolskie,nowotarski,Gmina Nowy Targ,Gminny Ośrodek Pomocy Społecznej Gmina Nowy Targ,,Nowy Targ,Jana Pawła II,97,18 265-55-87,,,,1211092,49.48,20.05,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10045,małopolskie,nowotarski,Spytkowice,Gminny Ośrodek Pomocy Społecznej Spytkowice,,Spytkowice,Spytkowice,26,18 265-35-68,,,,1211132,49.53,19.71,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10046,małopolskie,olkuski,Trzyciąż,GOPS Trzyciąż,,Trzyciąż,Trzyciąż,99,12 389-49-34,,,,1212052,50.28,19.86,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10047,małopolskie,olkuski,Wolbrom,Miejski Ośrodek Pomocy Społecznej w Wolbromiu,,Wolbrom,Skalska,20,32 644-10-75,,,,1212061,50.38,19.76,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10048,małopolskie,oświęcimski,Polanka Wielka,Gminny Ośrodek Pomocy Społecznej w Polance Wielkiej,,Polanka Wielka,Długa,61,33 848-80-19,,,,1213072,49.98,19.42,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10049,małopolskie,oświęcimski,Przeciszów,Gminny Ośrodek Pomocy Społecznej Przeciszów,,Przeciszów,Długa,6,33 841-32-80,,,,1213082,49.96,19.47,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10050,małopolskie,proszowicki,Koniusza,Gminny Ośrodek Pomocy Społecznej Koniusza,,Koniusza,Koniusza,55,12 386-90-32,,,,1214022,50.15,20.29,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10051,małopolskie,proszowicki,Koszyce,Gminny Ośrodek Pomocy Społecznej Koszyce,,Koszyce,Łokietkówny,14,41 351-40-48,,,,1214032,50.23,20.39,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10052,małopolskie,proszowicki,Nowe Brzesko,Miejsko-Gminny Ośrodek Pomocy Społecznej w Nowym Brzesku,,Nowe Brzesko,Krakowska,44,12 385-26-55,,,,1214041,50.17,20.52,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10053,małopolskie,suski,Budzów,Gminny Ośrodek Pomocy Społecznej w Budzowie,,Budzów,Budzów,445,33 876-77-52,,,,1215022,49.86,19.76,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10054,małopolskie,suski,Bystra-Sidzina,GOPS Bystra-Sidzina,,Bystra-Sidzina,Bystra-Sidzina,467,18 268-12-20,,,,1215032,49.78,19.64,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10055,małopolskie,suski,Maków Podhalański,Miejski Ośrodek Pomocy Społecznej w Makowie Podhalańskim,,Maków Podhalański,Kościuszki,1,33 877-15-54,,,,1215061,49.73,19.68,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10056,małopolskie,suski,Stryszawa,GOPS Stryszawa,,Stryszawa,Stryszawa,17,33 876-77-24,,,,1215072,49.77,19.6,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10057,małopolskie,tarnowski,Gmina Tarnów,Gminny Ośrodek Pomocy Społecznej Tarnów,,Tarnów,Krakowska,19,14 688-01-54,,,,1216022,50.01,20.99,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10058,małopolskie,tarnowski,Lisia Góra,Gminny Ośrodek Pomocy Społecznej Lisia Góra,,Lisia Góra,1 Maja,7,14 678-45-68,,,,1216052,50.07,21.09,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10059,małopolskie,tarnowski,Pleśna,Gminny Ośrodek Pomocy Społecznej Pleśna,,Pleśna,Pleśna,240,14 679-81-70,,,,1216062,49.96,21.01,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10060,małopolskie,tarnowski,Rzepiennik Strzyżewski,Gminny Ośrodek Pomocy Społecznej w Rzepienniku Strzyżewskim,,Rzepiennik Strzyżewski,Rzepiennik Strzyżewski,400,14 653-15-19,,,,1216092,49.87,21.07,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10061,małopolskie,tatrzański,Zakopane,Miejski Ośrodek Pomocy Społecznej w Zakopanem,,Zakopane,Jagiellońska,7,18 201-47-33,www.mopszakopane.pl,,,1217011,49.299,19.949,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10062,małopolskie,wadowicki,Brzeźnica,Gminny Ośrodek Pomocy Społecznej Brzeźnica,,Brzeźnica,Krakowska,111,33 879-20-29,,,,1218032,49.97,19.55,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10063,małopolskie,wadowicki,Lanckorona,Gminny Ośrodek Pomocy Społecznej Lanckorona,,Lanckorona,3 Maja,587,33 876-35-91,,,,1218052,49.91,19.73,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10064,małopolskie,wadowicki,Spytkowice,Gminny Ośrodek Pomocy Społecznej Spytkowice,,Spytkowice,Zamkowa,12,33 879-17-15,,,,1218072,49.89,19.54,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10065,małopolskie,wadowicki,Tomice,Gminny Ośrodek Pomocy Społecznej Tomice,,Tomice,Wadowicka,49,33 823-26-47,,,,1218092,49.92,19.62,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10066,małopolskie,wielicki,Wieliczka,Miejsko-Gminny Ośrodek Pomocy Społecznej w Wieliczce,,Wieliczka,Sienkiewicza,26,12 278-45-61,,,,1219011,49.988,20.065,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10067,małopolskie,wielicki,Gdów,Gminny Ośrodek Pomocy Społecznej w Gdowie,,Gdów,Gdów,145,12 251-48-32,,,,1219032,49.92,20.2,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
OPS,10068,małopolskie,wielicki,Trąbki,Gminny Ośrodek Pomocy Społecznej Trąbki,,Trąbki,Trąbki,,,,,,1219062,49.95,20.15,gmina_centrum,Źródło: mir.org.pl - wymaga weryfikacji danych kontaktowych
